# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face 1753798200 6666
face 1754553875 ffff
face 1754697495 6666
face 1755199064 6666
face 1756140681 6666
face 1756346549 6666
face 1757180882 6666
face 1757356567 6666
face 1757593084 6666
face 1757737064 6666
face 1758228013 ffff
face 1758351272 6666
face 1758904734 6666
face 1758970736 00f0
face 1759226084 6666
face 1759332990 6666
face 1761710297 6666
face 1762380809 6666
face 1762733089 6666
face 1762906656 000f
face 1763291344 6666
face 1763447706 ffff
face 1763822323 6666
face 1764451479 6666
face 1765309202 6666
face 1765834574 000f
face 1765888962 6666
face 1766589589 0f00
face 1766593105 6666
face 1766784005 6666
face 1767161714 6666
face 1767271751 ffff
face 1767308409 6666
face 1769115721 ffff
face 1769401098 6666
face 1769493938 ffff
face 1769900828 ffff
face 1769985670 6666
face 1770295002 f000
face 1771756773 dd00
face 1771838174 000f
face 1771897233 6666
face 1772146082 6666
face 1772840335 6666
face 1774677727 0f00
face 1774893115 00f0
face 1775532354 6666
face 1775829760 6666
face 1775905433 6666
face 1776245615 ffff
face 1776297257 6666
face 1776768896 6666
face 1776805787 ffff
face 1777126301 6666
face 1777172134 6666
face 1778185765 6666
face 1778824180 6666
face 1778894118 6666
face 1778933003 ffff
face 1779501793 000f
face 1779705997 00f0
face 1779999115 6666
face 1780053342 000f
face 1780336824 ffff
face 1780417207 ffff
face 1780485571 6666
face 1781277627 6666
face 1781719145 00f0
face 1781876536 6666
face 1782419110 6666
face 1783461370 0f00
face 1783837181 6666
face 1785166154 6666
face 1785673932 ffff
face 1785785263 6666
face 1786043094 00f0
face 1786450366 6666
face 1786770048 6666
face 1788278054 ffff
face 1789459903 6666
face 1789604265 6666
face 1792977898 000f
face 1793236585 6666
face 1794171755 6666
face 1794433279 6666
face 1795159875 6666
face 1796038978 00dd
face 1797430043 6666
face 1797506349 6666
face 1797565553 dd00
face 1798777496 ffff
face 1798965791 f000
face 1799790974 000f
face 1801833561 6666
face 1802192945 6666
face 1802723292 ffff
face 1802958895 6666
face 1803232372 00f0
face 1803393174 6666
face 1803518865 6666
face 1804129889 6666
face 1804176426 6666
face 1804280427 ffff
face 1804931902 0f00
face 1806031716 6666
face 1806232788 ffff
face 1806806313 6666
face 1807081872 ffff
face 1807620790 6666
face 1808046669 ffff
face 1808330866 0f00
face 1808407741 6666
face 1808692827 6666
face 1808989350 6666
face 1809222891 6666
face 1809459722 6666
face 1810535329 6666
face 1810694855 6666
face 1811199380 6666
face 1811340644 6666
face 1811543708 00f0
face 1811717960 ffff
face 1812044764 6666
face 1812084961 6666
face 1813476293 6666
face 1814661074 6666
face 1814814452 ffff
face 1815055266 6666
face 1815347758 6666
face 1815389578 6666
face 1815562098 6666
face 1815738674 6666
face 1816476980 0f00
face 1818166159 6666
face 1819258974 6666
face 1819349011 ffff
face 1819419767 6666
face 1819741235 6666
face 1820099198 6666
face 1820264054 6666
face 1820325739 6666
face 1820365362 ffff
face 1820662295 6666
face 1820930313 6666
face 1821404973 6666
face 1821471982 6666
face 1821565654 6666
face 1822690093 6666
face 1822816426 f000
face 1823003736 6666
face 1823211559 6666
face 1823302967 ffff
face 1824922529 ffff
face 1825390036 6666
face 1825770008 6666
face 1825867656 6666
face 1826517016 6666
face 1827309397 f000
face 1827748630 6666
face 1827932165 ffff
face 1828064412 f000
face 1828349150 6666
face 1828746574 ffff
face 1829791587 6666
face 1830590544 ffff
face 1830836151 6666
face 1831418772 6666
face 1831533749 6666
face 1831755127 6666
face 1831984032 6666
face 1832207010 0f00
face 1832548211 000f
face 1832734086 6666
face 1834663291 6666
face 1834919713 6666
face 1835177259 6666
face 1835711767 000f
face 1835714826 6666
face 1835751841 6666
face 1836367938 00f0
face 1836541984 6666
face 1836684168 0f00
face 1837415840 6666
face 1837538836 6666
face 1838280610 ffff
face 1838512108 ffff
face 1838790495 00f0
face 1839492969 ffff
face 1839761684 6666
face 1839842360 6666
face 1840257313 6666
face 1840407826 ffff
face 1840976616 00f0
face 1841180820 000f
face 1841517015 6666
face 1841528165 f000
face 1842148031 ffff
face 1842514809 6666
face 1842652080 00f0
face 1843022821 ffff
face 1843028601 6666
face 1843193968 000f
face 1843531305 6666
face 1844479889 6666
face 1844682114 6666
face 1844700975 6666
face 1845035905 6666
face 1845178927 6666
face 1845621786 6666
face 1845862158 f000
face 1847077703 6666
face 1847210822 000f
face 1847303917 ffff
face 1847517917 00f0
face 1847726851 f000
face 1848231542 6666
face 1848427078 6666
face 1849752877 ffff
face 1849838101 0f00
face 1849885262 6666
face 1850579889 6666
face 1850804853 6666
face 1850825066 6666
face 1850893626 ffff
face 1851001188 ffff
face 1851423275 6666
face 1851853111 ffff
face 1852006878 6666
face 1852407451 6666
face 1853792293 6666
face 1854452721 f000
face 1854670571 6666
face 1855459161 6666
face 1855552560 00dd
face 1855974306 6666
face 1856669368 6666
face 1857025696 00f0
face 1857576071 ffff
face 1858550008 00f0
face 1859290798 ffff
face 1859458546 6666
face 1859462985 6666
face 1859475853 6666
face 1860677672 6666
face 1860892070 6666
face 1860943670 ffff
face 1862290605 ffff
face 1862744369 6666
face 1863563541 6666
face 1863785289 6666
face 1865344954 6666
face 1865357302 00f0
face 1865434690 000f
face 1865478613 6666
face 1865656625 6666
face 1865755250 ffff
face 1866165531 6666
face 1866406725 00f0
face 1869192176 6666
face 1869466461 6666
face 1870079288 0f00
face 1870185818 6666
face 1870759477 6666
face 1872057382 6666
face 1872098796 6666
face 1872384397 6666
face 1872563995 ffff
face 1873082750 000f
face 1873370095 6666
face 1873591714 6666
face 1874430969 f000
face 1874551245 6666
face 1875646683 ffff
face 1876422407 6666
face 1876635579 6666
face 1877713347 000f
face 1878285266 f000
face 1879573895 6666
face 1880220306 6666
face 1880578111 00f0
face 1880815423 6666
face 1881155758 dd00
face 1881201814 6666
face 1881223534 ffff
face 1881416009 ffff
face 1883494756 6666
face 1883782707 6666
face 1883925969 6666
face 1884040296 6666
face 1884368513 ffff
face 1884549845 6666
face 1884777790 ffff
face 1885191411 6666
face 1885313388 6666
face 1885700022 ffff
face 1885874188 6666
face 1886308696 6666
face 1886397352 ffff
face 1886912929 6666
face 1887345929 6666
face 1888784220 0f00
face 1889086303 000f
face 1889697702 ffff
face 1889732054 f000
face 1890221397 ffff
face 1890429046 000f
face 1891255297 6666
face 1892424310 6666
face 1893120465 6666
face 1893234246 ffff
face 1893263391 6666
face 1893357466 6666
face 1893394967 6666
face 1893958364 6666
face 1894023034 00f0
face 1894492561 6666
face 1894573143 6666
face 1894891004 6666
face 1895107893 6666
face 1895539593 6666
face 1896133332 6666
face 1896555191 000f
face 1896951917 6666
face 1897186590 00f0
face 1897397639 000f
face 1897536530 6666
face 1897842761 00f0
face 1898615999 6666
face 1898707475 6666
face 1899342749 6666
face 1899400230 ffff
face 1899471228 6666
face 1899755433 ffff
face 1899834655 6666
face 1900014595 6666
face 1900265318 000f
face 1900968778 6666
face 1901631307 0f00
face 1901671761 6666
face 1901882649 ffff
face 1903002988 0f00
face 1903310502 ffff
face 1903741772 6666
face 1903773562 6666
face 1904821611 6666
face 1905359161 6666
face 1905359813 ffff
face 1905386609 6666
face 1906096458 6666
face 1906924513 6666
face 1907040901 6666
face 1907149389 6666
face 1907370868 6666
face 1908050799 6666
face 1908196105 6666
face 1908992740 00f0
face 1909205893 6666
face 1911227700 ffff
face 1911531407 6666
face 1912021826 6666
face 1912037792 dd00
face 1912103684 6666
face 1912374434 6666
face 1913027782 000f
face 1913251280 6666
face 1913327934 ffff
face 1913555715 0f00
face 1914239493 6666
face 1914303787 6666
face 1914887692 6666
face 1915927544 0f00
face 1916128050 6666
face 1916450293 6666
face 1916467425 6666
face 1917019997 6666
face 1917297475 00f0
face 1918230713 00dd
face 1918532374 0f00
face 1918552152 6666
face 1918771121 6666
face 1918865436 6666
face 1919046570 6666
face 1919050894 ffff
face 1920319839 6666
face 1920584995 6666
face 1920611122 ffff
face 1921111546 6666
face 1921626062 6666
face 1921718966 ffff
face 1921826848 6666
face 1922562776 6666
face 1922656453 ffff
face 1922710623 6666
face 1923052477 6666
face 1923429817 ffff
face 1923619750 6666
face 1925918119 6666
face 1926189867 0f00
face 1927230073 ffff
face 1927874182 6666
face 1927881548 000f
face 1928462512 6666
face 1928613356 6666
face 1928616766 6666
face 1928930847 6666
face 1930428336 6666
face 1930559863 6666
face 1930676279 00f0
face 1930688357 6666
face 1931908797 6666
face 1933364401 f000
face 1933660336 00f0
face 1934038818 ffff
face 1934323630 6666
face 1934513048 6666
face 1934867215 6666
face 1935061329 000f
face 1936176575 f000
face 1936234341 6666
face 1936982135 f000
face 1937288102 6666
face 1939188170 000f
face 1939624093 6666
face 1940445335 000f
face 1941166089 6666
face 1941880432 000f
face 1942562495 6666
face 1943957646 6666
face 1944234934 6666
face 1945023859 6666
face 1945406001 ffff
face 1945421203 6666
face 1946252613 ffff
face 1946420482 00dd
face 1946971122 6666
face 1947417349 6666
face 1947649290 6666
face 1948049501 6666
face 1948224712 6666
face 1948619159 6666
face 1949374326 dd00
face 1949540952 6666
face 1949567801 6666
face 1949715245 0f00
face 1950059937 ffff
face 1950561126 000f
face 1951696220 ffff
face 1952585613 6666
face 1952671040 6666
face 1953419672 6666
face 1955497857 0f00
face 1955548747 6666
face 1956672842 6666
face 1957112964 6666
face 1957172372 6666
face 1957303039 6666
face 1957598642 6666
face 1957875066 ffff
face 1958030014 00f0
face 1958661413 0f00
face 1958872462 000f
face 1958892034 6666
face 1959317584 00f0
face 1959765201 6666
face 1960122329 6666
face 1960334078 6666
face 1960618169 6666
face 1960762469 6666
face 1960967859 0f00
face 1961230256 ffff
face 1961313013 6666
face 1961740141 f000
face 1962124357 00dd
face 1962380500 ffff
face 1962764573 dd00
face 1963056136 00dd
face 1963106130 0f00
face 1963357472 ffff
face 1963452337 6666
face 1963547583 6666
face 1963950422 6666
face 1964666032 000f
face 1965034471 6666
face 1966032829 f000
face 1967379138 ffff
face 1968394290 6666
face 1972208509 ffff
face 1972702523 ffff
face 1972931679 000f
face 1973310813 6666
face 1973568227 6666
face 1973828430 00dd
face 1974344967 6666
face 1974684308 6666
face 1974802757 ffff
face 1974906000 ffff
face 1975030538 f000
face 1975109522 6666
face 1975541542 ffff
face 1975783912 6666
face 1976431718 6666
face 1976849668 6666
face 1977093699 6666
face 1978631514 ffff
face 1978772298 000f
face 1979935000 6666
face 1980016625 6666
face 1980110743 6666
face 1980525717 ffff
face 1982286569 6666
face 1983223362 6666
face 1984122497 6666
face 1985014107 6666
face 1985468049 6666
face 1987138239 6666
face 1987664690 f000
face 1988115529 ffff
face 1988704896 ffff
face 1990166696 6666
face 1990814950 6666
face 1991172920 ffff
face 1991417577 6666
face 1991538976 ffff
face 1991810736 ffff
face 1992151102 000f
face 1992599167 6666
face 1993731449 6666
face 1994156257 6666
face 1995513641 ffff
face 1996823333 6666
face 1997637767 dd00
face 1997651398 f000
face 1997655867 1111
face 1998154439 00f0
face 1998435446 6666
face 1998456958 f000
face 1998471530 6666
face 1999085331 00f0
face 1999089439 6666
face 1999274401 6666
face 2000662993 000f
face 2001920158 00f0
face 2002755109 6666
face 2003036498 dd00
face 2003415610 6666
face 2003990325 6666
face 2005282049 6666
face 2005300945 6666
face 2005813599 f000
face 2006162307 6666
face 2006430823 6666
face 2007460915 6666
face 2007727436 ffff
face 2008166063 6666
face 2009294285 6666
face 2010153371 ffff
face 2010565275 6666
face 2011308800 6666
face 2011623486 6666
face 2012035949 000f
face 2013171043 ffff
face 2013616552 ffff
face 2013680676 6666
face 2014018944 6666
face 2014911232 6666
face 2015138195 6666
face 2015179626 6666
face 2016219730 6666
face 2016972680 f000
face 2017429806 6666
face 2018208839 6666
face 2019158149 6666
face 2019298221 6666
face 2019504837 0f00
face 2020136236 f000
face 2020289599 f000
face 2020347285 000f
face 2020354743 6666
face 2021612440 6666
face 2021628939 6666
face 2021912098 6666
face 2023214964 0f00
face 2023416269 0f00
face 2023489257 6666
face 2024210103 6666
face 2024352011 ffff
face 2024580953 0f00
face 2024660434 6666
face 2026809755 6666
face 2027597619 6666
face 2028400875 6666
face 2028512723 6666
face 2029530197 ffff
face 2030719994 000f
face 2032622302 ffff
face 2034177346 ffff
face 2034180164 6666
face 2034406502 000f
face 2035305388 6666
face 2035308313 6666
face 2035363927 ffff
face 2035368180 ffff
face 2035441124 6666
face 2035589458 6666
face 2036277580 ffff
face 2036453074 6666
face 2036505361 000f
face 2036989963 6666
face 2037393078 6666
face 2037488203 6666
face 2038510247 6666
face 2038655023 6666
face 2039246676 6666
face 2040247121 f000
face 2040895447 ffff
face 2041234727 6666
face 2041290242 6666
face 2041783378 0f00
face 2042000540 ffff
face 2042640809 6666
face 2043571102 6666
face 2044457985 ffff
face 2044799277 6666
face 2045337977 000f
face 2046598207 6666
face 2047269295 6666
face 2047342975 6666
face 2047418616 6666
face 2047894619 6666
face 2047938826 6666
face 2048516507 6666
face 2049139513 000f
face 2049514541 ffff
face 2049528662 6666
face 2050600420 6666
face 2050868970 0f00
face 2051333965 6666
face 2051393841 ffff
face 2052263483 000f
face 2052357646 6666
face 2052482463 0f00
face 2052870570 6666
face 2053234278 0f00
face 2053625925 f000
face 2053885211 6666
face 2054174609 6666
face 2054681357 6666
face 2055607698 ffff
face 2055735954 6666
face 2055762918 6666
face 2056880834 0f00
face 2056988464 ffff
face 2057893026 6666
face 2058842312 6666
face 2059126221 f000
face 2059581945 00dd
face 2059931781 f000
face 2060772879 0f00
face 2060827061 6666
face 2061831799 00dd
face 2061836167 000f
face 2062137816 000f
face 2062288586 6666
face 2062657370 6666
face 2062976259 6666
face 2063394981 0f00
face 2063625027 6666
face 2063933078 6666
face 2064623889 6666
face 2065167537 ffff
face 2067230239 6666
face 2067288422 0f00
face 2068049762 6666
face 2068241768 6666
face 2069615848 6666
face 2070262870 ffff
face 2070486834 6666
face 2070863273 ffff
face 2071628194 ffff
face 2071739629 6666
face 2073359842 ffff
face 2073431741 6666
face 2073510772 000f
face 2074222086 6666
face 2074645866 ffff
face 2074832069 6666
face 2074987066 6666
face 2075396615 ffff
face 2075544386 6666
face 2075547687 0f00
face 2075877326 ffff
face 2075923475 6666
face 2076008345 6666
face 2076430768 6666
face 2078518231 6666
face 2079038715 000f
face 2079480704 6666
face 2080389580 6666
face 2080399355 ffff
face 2080876278 ffff
face 2080979660 f000
face 2081474799 000f
face 2081822108 000f
face 2082341116 6666
face 2082875109 6666
face 2083314663 6666
face 2083502291 6666
face 2084240759 ffff
face 2084523382 6666
face 2086053385 00f0
face 2086055776 0f00
face 2086713373 ffff
face 2087831893 6666
face 2087913367 6666
face 2087947095 6666
face 2088056748 6666
face 2088102202 6666
face 2088470269 6666
face 2089965594 6666
face 2090385247 ffff
face 2090647300 6666
face 2091336881 6666
face 2091830699 ffff
face 2091892650 0f00
face 2092556762 6666
face 2093163655 6666
face 2093527152 00dd
face 2093934346 6666
face 2094011952 000f
face 2094190664 6666
face 2094764058 6666
face 2094844935 6666
face 2095081420 6666
face 2095185181 6666
face 2095235524 6666
face 2095881325 000f
face 2096061652 6666
face 2096624510 6666
face 2096838750 ffff
face 2097007391 0f00
face 2097980184 00f0
face 2098040411 00f0
face 2098687056 6666
face 2099034927 ffff
face 2099197087 000f
face 2099345688 6666
face 2099395013 6666
face 2099562009 6666
face 2099693770 ffff
face 2099940136 6666
face 2100169659 ffff
face 2100269152 6666
face 2101539369 6666
face 2101721944 0f00
face 2102046896 6666
face 2102825214 6666
face 2104804233 6666
face 2105696041 6666
face 2106696699 0f00
face 2107000171 00dd
face 2108663422 6666
face 2108729924 6666
face 2108970788 6666
face 2109882402 ffff
face 2109924957 6666
face 2110614336 00f0
face 2110925886 6666
face 2111374854 6666
face 2111553067 6666
face 2111569664 6666
face 2111952634 6666
face 2112536622 6666
face 2112766013 00dd
face 2113291102 6666
face 2113810076 6666
face 2113957286 0f00
face 2114748773 ffff
face 2114863968 6666
face 2114897067 6666
face 2115100748 0f00
face 2115687890 6666
face 2116125649 000f
face 2116864633 6666
face 2117719084 6666
face 2117911921 6666
face 2118083975 6666
face 2118841031 6666
face 2119315155 ffff
face 2120164049 6666
face 2120482872 6666
face 2120601044 f000
face 2121109833 6666
face 2121210486 6666
face 2121249920 6666
face 2121406604 f000
face 2121483015 ffff
face 2121975392 6666
face 2122247702 0f00
face 2123310990 00f0
face 2123538283 6666
face 2123562160 6666
face 2124021325 6666
face 2124375457 ffff
face 2124694844 6666
face 2124742501 000f
face 2124869804 f000
face 2125048498 000f
face 2125796621 ffff
face 2125839556 6666
face 2126430007 6666
face 2126738295 ffff
face 2126765358 6666
face 2126838376 ffff
face 2128763245 00f0
face 2128784556 ffff
face 2129278926 6666
face 2129459308 6666
face 2129605093 6666
face 2130004392 6666
face 2130062747 6666
face 2130347213 f000
face 2131714893 6666
face 2131799040 6666
face 2132005739 ffff
face 2132007177 6666
face 2132356820 6666
face 2133103017 ffff
face 2134649108 00dd
face 2134859153 ffff
face 2135485571 00f0
face 2135768113 6666
face 2135904623 6666
face 2136034277 ffff
face 2136180360 0f00
face 2136185026 6666
face 2136491546 6666
face 2136584036 ffff
face 2137324474 000f
face 2137681700 ffff
face 2138360484 6666
face 2138686948 00f0
face 2139529366 ffff
face 2140573675 ffff
face 2140724219 6666
face 2142573020 ffff
face 2142949622 00f0
face 2143342531 6666
face 2143395201 6666
face 2143918031 6666
face 2144082742 ffff
face 2144089401 ffff
face 2144096663 6666
face 2144683096 0f00
face 2144948072 6666
face 2146303641 6666
face 2146722835 6666
face 2147063962 6666
